"ITEMCODE","LOCATIONKEY","QUANTITYONHAND","QUANTITYBACKORDERED","QUANTITYRESERVED","QUANTITYINTRANSIT","BINLOCATION"
"QW133","03","0","0","0","0",""
"QW433","00","0","0","0","0","RP"
"QW433","01","0","0","0","0",""
"QW433","02","0","0","0","0",""
"QW433","03","0","0","0","0",""
"QW333","00","0","0","0","0","RP"
"QW333","01","0","0","0","0","RI"
"QW333","02","1","0","0","0","RI"
"QW333","03","0","0","0","0",""
"QW039","00","0","0","0","0","RP"
"QW039","01","0","0","0","0","RP"
"QW039","02","0","0","0","0",""
"QW039","03","0","0","0","0",""
"QW139","00","0","0","0","0","RP"
"QW139","01","0","0","0","0",""
"QW139","02","0","0","0","0",""
"QW139","03","0","0","0","0",""
"QW439","00","0","0","0","0","RP"
"QW439","01","0","0","0","0",""
"QW439","02","0","0","0","0",""
"QW439","03","0","0","0","0",""
"QW339","00","0","0","0","0","RP"
"QW339","01","0","0","0","0","RI"
"QW339","02","5","0","0","0","RI"
"QW339","03","0","0","0","0",""
"QW247","00","0","0","0","0","RP"
"QW247","01","0","0","0","0","RI"
"QW247","02","4","0","0","0","RI"
"QW247","03","0","0","0","0",""
"NTE-1/4-4.7M","00","0","0","0","0","RP"
"NTE-1/4-4.7M","01","0","0","0","0",""
"NTE-1/4-4.7M","02","0","0","0","0",""
"NTE-1/4-4.7M","03","0","0","0","0",""
"QW047","00","0","0","0","0","RP"
"QW047","01","0","0","0","0","RI"
"QW047","02","5","0","0","0","RI"
"QW047","03","0","0","0","0",""
"QW147","00","0","0","0","0","RP"
"QW147","01","0","0","0","0","RI"
"QW147","02","10","0","0","0","RI"
"QW147","03","0","0","0","0",""
"QW447","00","0","0","0","0","RP"
"QW447","01","0","0","0","0","RI"
"QW447","02","5","0","0","0","RI"
"QW447","03","0","0","0","0",""
"QW347","00","0","0","0","0","RP"
"QW347","01","0","0","0","0","RI"
"QW347","02","3","0","0","0","RP"
"QW347","03","0","0","0","0",""
"QW256","00","0","0","0","0","RP"
"QW256","01","0","0","0","0","RI"
"QW256","02","0","0","0","0",""
"QW256","03","0","0","0","0",""
"QW056","00","0","0","0","0","RP"
"QW056","01","0","0","0","0",""
"QW056","02","0","0","0","0",""
"QW056","03","0","0","0","0",""
"QW156","00","0","0","0","0","RP"
"QW156","01","0","0","0","0","RI"
"QW156","02","4","0","0","0","RI"
"QW156","03","0","0","0","0",""
"QW456","00","0","0","0","0","RP"
"QW456","01","0","0","0","0",""
"QW456","02","0","0","0","0",""
"QW456","03","0","0","0","0",""
"QW356","00","0","0","0","0","RP"
"QW356","01","0","0","0","0","RI"
"QW356","02","0","0","0","0",""
"QW356","03","0","0","0","0",""
"QW268","00","0","0","0","0","RP"
"QW268","01","0","0","0","0","RI"
"QW268","02","5","0","0","0","RI"
"QW268","03","0","0","0","0",""
"QW068","00","0","0","0","0","RP"
"QW068","01","0","0","0","0","RI"
"QW068","02","2","0","0","0","RI"
"QW068","03","0","0","0","0",""
"QW168","00","0","0","0","0","RP"
"QW168","01","0","0","0","0","RI"
"QW168","02","3","0","0","0","RI"
"QW168","03","0","0","0","0",""
"QW468","00","0","0","0","0","RP"
"QW468","01","0","0","0","0",""
"QW468","02","0","0","0","0",""
"QW468","03","0","0","0","0",""
"QW368","00","0","0","0","0","RP"
"QW368","01","0","0","0","0",""
"QW368","02","0","0","0","0",""
"QW368","03","0","0","0","0",""
"QW8D2","00","0","0","0","0","RP"
"QW8D2","01","0","0","0","0",""
"QW8D2","02","0","0","0","0",""
"QW8D2","03","0","0","0","0",""
"QW282","00","0","0","0","0","RP"
"QW282","01","0","0","0","0",""
"QW282","02","0","0","0","0",""
"QW282","03","0","0","0","0",""
"QW082","00","0","0","0","0","RP"
"QW082","01","0","0","0","0",""
"QW082","02","0","0","0","0",""
"QW082","03","0","0","0","0",""
"QW182","00","0","0","0","0","RP"
"QW182","01","0","0","0","0","RI"
"QW182","02","0","0","0","0",""
"QW182","03","0","0","0","0",""
"QW482","00","0","0","0","0","RP"
"QW482","01","0","0","0","0",""
"QW482","02","0","0","0","0",""
"QW482","03","0","0","0","0",""
"QW382","00","0","0","0","0","RP"
"QW382","01","0","0","0","0","RI"
"QW382","02","0","0","0","0",""
"QW382","03","0","0","0","0",""
"10WD10","00","0","0","0","0","RP"
"10WD10","01","0","0","0","0","RI"
"10WD10","02","0","0","0","0",""
"10WD10","03","0","0","0","0",""
"10WD12","00","0","0","0","0","RP"
"10WD12","01","0","0","0","0",""
"10WD12","02","0","0","0","0",""
"10WD12","03","0","0","0","0",""
"10WD15","00","0","0","0","0","RP"
"10WD15","01","0","0","0","0",""
"10WD15","02","0","0","0","0",""
"10WD15","03","0","0","0","0",""
"10WD18","00","0","0","0","0","RP"
"10WD18","01","0","0","0","0",""
"10WD18","02","0","0","0","0",""
"10WD18","03","0","0","0","0",""
"10WD22","00","0","0","0","0","RP"
"10WD22","01","0","0","0","0","RI"
"10WD22","02","0","0","0","0",""
"10WD22","03","0","0","0","0",""
"10WD27","00","0","0","0","0","RP"
"10WD27","01","0","0","0","0",""
"10WD27","02","0","0","0","0",""
"10WD27","03","0","0","0","0",""
"10WD33","00","0","0","0","0","RP"
"10WD33","01","0","0","0","0",""
"10WD33","02","0","0","0","0",""
"10WD33","03","0","0","0","0",""
"10WD39","00","0","0","0","0","RP"
"10WD39","01","0","0","0","0",""
"10WD39","02","0","0","0","0",""
"10WD39","03","0","0","0","0",""
"10WD47","00","0","0","0","0","RP"
"10WD47","01","0","0","0","0","RI"
"10WD47","02","2","0","0","0","RI"
"10WD47","03","0","0","0","0",""
"10WD56","00","0","0","0","0","RP"
"10WD56","01","0","0","0","0",""
"10WD56","02","0","0","0","0",""
"10WD56","03","0","0","0","0",""
"10WD68","00","0","0","0","0","RP"
"10WD68","01","0","0","0","0","RI"
"10WD68","02","4","0","0","0","RX"
"10WD68","03","0","0","0","0",""
"10WD82","00","0","0","0","0","RP"
"10WD82","01","0","0","0","0","RI"
"10WD82","02","4","0","0","0","RI"
"10WD82","03","0","0","0","0",""
"10W1D0","00","0","0","0","0","RP"
"10W1D0","01","0","0","0","0","RI"
"10W1D0","02","0","0","0","0","RP"
"10W1D0","03","0","0","0","0",""
"10W210","00","0","0","0","0","RP"
"10W210","01","0","0","0","0","RI"
"10W210","02","4","0","0","0","RI"
"10W210","03","0","0","0","0",""
"10W1D2","00","0","0","0","0","RP"
"10W1D2","01","0","0","0","0",""
"10W1D2","02","0","0","0","0",""
"10W1D2","03","0","0","0","0",""
"10W1D5","00","0","0","0","0","RP"
"10W1D5","01","0","0","0","0",""
"10W1D5","02","0","0","0","0",""
"10W1D5","03","0","0","0","0",""
"10W1D8","00","0","0","0","0","RP"
"10W1D8","01","0","0","0","0",""
"10W1D8","02","0","0","0","0",""
"10W1D8","03","0","0","0","0",""
"10W010","00","0","0","0","0","RP"
"10W010","01","0","0","0","0","RI"
"10W010","02","6","0","0","0","RI"
"10W010","03","0","0","0","0",""
"10W110","00","0","0","0","0","RP"
"10W110","01","0","0","0","0","RI"
"10W110","02","8","0","0","0","RP"
"10W110","03","0","0","0","0",""
"10W310","00","0","0","0","0","RP"
"10W310","01","0","0","0","0",""
"10W310","02","0","0","0","0",""
"10W310","03","0","0","0","0",""
"10W012","00","0","0","0","0","RP"
"10W012","01","0","0","0","0",""
"10W012","02","0","0","0","0",""
"10W012","03","0","0","0","0",""
"10W015","00","0","0","0","0","RP"
"10W015","01","0","0","0","0","RI"
"10W015","02","3","0","0","0","RI"
"10W015","03","0","0","0","0",""
"10W018","00","0","0","0","0","RP"
"10W018","01","0","0","0","0","RI"
"10W018","02","0","0","0","0",""
"10W018","03","0","0","0","0",""
"10W2D2","00","0","0","0","0","RP"
"10W2D2","01","0","0","0","0","RI"
"10W2D2","02","5","0","0","0","RI"
"10W2D2","03","0","0","0","0",""
"10W222","00","0","0","0","0","RP"
"10W222","01","0","0","0","0",""
"10W222","02","0","0","0","0",""
"10W222","03","0","0","0","0",""
"10W2D7","00","0","0","0","0","RP"
"10W2D7","01","0","0","0","0","RI"
"10W2D7","02","0","0","0","0",""
"10W2D7","03","0","0","0","0",""
"10W022","00","0","0","0","0","RP"
"10W022","01","0","0","0","0","RP"
"10W022","02","2","0","0","0","R"
"10W022","03","0","0","0","0",""
"10W122","00","0","0","0","0","RP"
"10W122","01","0","0","0","0",""
"10W122","02","0","0","0","0",""
"10W122","03","0","0","0","0",""
"10W027","00","0","0","0","0","RP"
"10W027","01","0","0","0","0",""
"10W027","02","0","0","0","0",""
"10W027","03","0","0","0","0",""
"10W3D3","00","0","0","0","0","RP"
"10W3D3","01","0","0","0","0","RI"
"10W3D3","02","2","0","0","0","RI"
"10W3D3","03","0","0","0","0",""
"10W3D9","00","0","0","0","0","RP"
"10W3D9","01","0","0","0","0","RI"
"10W3D9","02","0","0","0","0",""
"10W3D9","03","0","0","0","0",""
"10W033","00","0","0","0","0","RP"
"10W033","01","0","0","0","0","RI"
"10W033","02","3","0","0","0","RI"
"10W033","03","0","0","0","0",""
"10W039","00","0","0","0","0","RP"
"10W039","01","0","0","0","0",""
"10W039","02","0","0","0","0",""
"10W039","03","0","0","0","0",""
"10W4D7","00","0","0","0","0","RP"
"10W4D7","01","0","0","0","0","RI"
"10W4D7","02","2","0","0","0","RI"
"10W4D7","03","0","0","0","0",""
"10W247","00","0","0","0","0","RP"
"10W247","01","0","0","0","0",""
"10W247","02","0","0","0","0",""
"10W247","03","0","0","0","0",""
"10W047","00","0","0","0","0","RP"
"10W047","01","0","0","0","0","RI"
"10W047","02","5","0","0","0","RI"
"10W047","03","0","0","0","0",""
"10W147","00","0","0","0","0","RP"
"10W147","01","0","0","0","0",""
"10W147","02","0","0","0","0",""
"10W147","03","0","0","0","0",""
"10W156","00","0","0","0","0","RP"
"10W156","01","0","0","0","0",""
"10W156","02","0","0","0","0",""
"10W156","03","0","0","0","0",""
"10W056","00","0","0","0","0","RP"
"10W056","01","0","0","0","0","RI"
"10W056","02","0","0","0","0",""
"10W056","03","0","0","0","0",""
"10W6D8","00","0","0","0","0","RP"
"10W6D8","01","0","0","0","0","RI"
"10W6D8","02","0","0","0","0",""
"10W6D8","03","0","0","0","0",""
"10W068","00","0","0","0","0","RP"
"10W068","01","0","0","0","0",""
"10W068","02","0","0","0","0",""
"10W068","03","0","0","0","0",""
"10W8D2","00","0","0","0","0","RP"
"10W8D2","01","0","0","0","0","RI"
"10W8D2","02","2","0","0","0","RI"
"10W8D2","03","0","0","0","0",""
"10W082","00","0","0","0","0","RP"
"10W082","01","0","0","0","0","RI"
"10W082","02","2","0","0","0","RI"
"10W082","03","0","0","0","0",""
"NTE1813","01","0","0","0","0",""
"NTE1813","02","8","0","0","0","RI"
"NTE1813","03","0","0","0","0",""
"2W210","00","0","0","0","0","RP"
"2W210","01","0","0","0","0","RI"
"2W210","02","6","0","0","0","RI"
"2W210","03","0","0","0","0",""
"2W510","00","0","0","0","0","RP"
"2W510","01","0","0","0","0","RI"
"2W510","02","0","0","0","0",""
"2W510","03","0","0","0","0",""
"2W212","00","0","0","0","0","RP"
"2W212","01","0","0","0","0",""
"2W212","02","0","0","0","0",""
"2W212","03","0","0","0","0",""
"2W215","00","0","0","0","0","RP"
"2W215","01","0","0","0","0","RI"
"2W215","02","3","0","0","0","RI"
"2W215","03","0","0","0","0",""
"2W218","00","0","0","0","0","RP"
"2W218","01","0","0","0","0",""
"2W218","02","0","0","0","0",""
"2W218","03","0","0","0","0",""
"2W010","00","0","0","0","0","RP"
"2W010","01","0","0","0","0","RI"
"2W010","02","5","0","0","0","RI"
"2W010","03","0","0","0","0",""
"2W110","00","0","0","0","0","RP"
"2W110","01","0","0","0","0","RI"
"2W110","02","0","0","0","0","RI"
"2W110","03","0","0","0","0",""
"2W410","00","0","0","0","0","RP"
"2W410","01","0","0","0","0","RI"
"2W410","02","4","0","0","0","RI"
"2W410","03","0","0","0","0",""
"2W310","00","0","0","0","0","RP"
"2W310","01","0","0","0","0","RI"
"2W310","02","4","0","0","0","RI"
"2W310","03","0","0","0","0",""
"2W012","00","0","0","0","0","RP"
"2W012","01","0","0","0","0",""
"2W012","02","0","0","0","0",""
"2W012","03","0","0","0","0",""
"2W112","00","0","0","0","0","RP"
"2W112","01","0","0","0","0",""
"2W112","02","0","0","0","0",""
"2W112","03","0","0","0","0",""
"2W015","00","0","0","0","0","RP"
"2W015","01","0","0","0","0","RI"
"2W015","02","0","0","0","0",""
"2W015","03","0","0","0","0",""
"2W115","00","0","0","0","0","RP"
"2W115","01","0","0","0","0","RI"
"2W115","02","2","0","0","0","RP"
"2W115","03","0","0","0","0",""
"2W415","00","0","0","0","0","RP"
"2W415","01","0","0","0","0","RI"
"2W415","02","0","0","0","0",""
"2W415","03","0","0","0","0",""
"2W315","00","0","0","0","0","RP"
"2W315","01","0","0","0","0","RI"
"2W315","02","0","0","0","0",""
"2W315","03","0","0","0","0",""
"2W118","00","0","0","0","0","RP"
"2W118","01","0","0","0","0",""
"2W118","02","0","0","0","0",""
"2W118","03","0","0","0","0",""
"2W222","00","0","0","0","0","RP"
"2W222","01","0","0","0","0","RI"
"2W222","02","7","0","0","0","RP"
"2W222","03","0","0","0","0",""
"2W227","00","0","0","0","0","RP"
"2W227","01","0","0","0","0","RI"
"2W227","02","0","0","0","0",""
"2W227","03","0","0","0","0",""
"2W022","00","0","0","0","0","RP"
"2W022","01","0","0","0","0","RI"
"2W022","02","1","0","0","0","RP"
"2W022","03","0","0","0","0",""
"2W122","00","0","0","0","0","RP"
"2W122","01","0","0","0","0","RI"
"2W122","02","5","0","0","0","RI"
"2W122","03","0","0","0","0",""
"2W422","00","0","0","0","0","RP"
"2W422","01","0","0","0","0","RI"
"2W422","02","0","0","0","0",""
"2W422","03","0","0","0","0",""
"2W322","00","0","0","0","0","RP"
"2W322","01","0","0","0","0","RI"
"2W322","02","10","0","0","0","RI"
"2W322","03","0","0","0","0",""
"2W327","00","0","0","0","0","RP"
"2W327","01","0","0","0","0",""
"2W327","02","0","0","0","0",""
"2W327","03","0","0","0","0",""
"2W233","00","0","0","0","0","RP"
"2W233","01","0","0","0","0",""
"2W233","02","0","0","0","0",""
"2W233","03","0","0","0","0",""
"2W239","00","0","0","0","0","RP"
"2W239","01","0","0","0","0",""
"2W239","02","0","0","0","0",""
"2W239","03","0","0","0","0",""
"2W033","00","0","0","0","0","RP"
"2W033","01","0","0","0","0","RI"
"2W033","02","1","0","0","0","RI"
"2W033","03","0","0","0","0",""
"2W133","00","0","0","0","0","RP"
"2W133","01","0","0","0","0","RI"
"2W133","02","0","0","0","0",""
"2W133","03","0","0","0","0",""
"2W433","00","0","0","0","0","RP"
"2W433","01","0","0","0","0",""
"2W433","02","0","0","0","0",""
"2W433","03","0","0","0","0",""
"2W333","00","0","0","0","0","RP"
"2W333","01","0","0","0","0","RI"
"2W333","02","5","0","0","0","RI"
"2W333","03","0","0","0","0",""
"2W039","00","0","0","0","0","RP"
"2W039","01","0","0","0","0","RI"
"2W039","02","2","0","0","0","RI"
"2W039","03","0","0","0","0",""
"2W339","00","0","0","0","0","RP"
"2W339","01","0","0","0","0","RI"
"2W339","02","0","0","0","0",""
"2W339","03","0","0","0","0",""
"2W4D7","02","0","0","0","0",""
"2W4D7","03","0","0","0","0",""
"2W247","00","0","0","0","0","RP"
"2W247","01","0","0","0","0","RI"
"2W247","02","0","0","0","0",""
"2W247","03","0","0","0","0",""
"2W047","00","0","0","0","0","RP"
"2W047","01","0","0","0","0","RI"
"2W047","02","5","0","0","0","RI"
"2W047","03","0","0","0","0",""
"2W147","00","0","0","0","0","RP"
"2W147","01","0","0","0","0","RI"
"2W147","02","5","0","0","0","RI"
"2W147","03","0","0","0","0",""
"2W447","00","0","0","0","0","RP"
"2W447","01","0","0","0","0","RI"
"2W447","02","0","0","0","0",""
"2W447","03","0","0","0","0",""
"2W347","00","0","0","0","0","RP"
"2W347","01","0","0","0","0","RI"
"2W347","02","4","0","0","0","RI"
"2W347","03","0","0","0","0",""
"2W256","00","0","0","0","0","RP"
"2W256","01","0","0","0","0",""
"2W256","02","0","0","0","0",""
"2W256","03","0","0","0","0",""
"2W268","00","0","0","0","0","RP"
"2W268","01","0","0","0","0","RI"
"2W268","02","1","0","0","0","RP"
"2W268","03","0","0","0","0",""
"2W282","00","0","0","0","0","RP"
"2W282","01","0","0","0","0","RI"
"2W282","02","1","0","0","0","RI"
"2W282","03","0","0","0","0",""
"NTE2300","00","0","0","0","0","RP"
"NTE2300","01","0","0","0","0","RI"
"NTE2300","02","0","0","0","0",""
"NTE2300","03","0","0","0","0",""
"NTE2302","00","0","0","0","0","RP"
"NTE2302","01","0","0","0","0",""
"NTE2302","02","0","0","0","0",""
"NTE2302","03","0","0","0","0",""
"NTE2385","01","0","0","0","0","RI"
"NTE2385","02","0","0","0","0",""
"NTE2385","03","0","0","0","0",""
"25WD22","00","0","0","0","0","RP"
"25WD22","01","0","0","0","0",""
"25WD22","02","0","0","0","0",""
"25WD22","03","0","0","0","0",""
"25WD47","00","0","0","0","0","RP"
"25WD47","01","0","0","0","0","RI"
"25WD47","02","0","0","0","0",""
"25WD47","03","0","0","0","0",""
"25W1D0","00","0","0","0","0","RP"
"25W1D0","01","0","0","0","0","RI"
"25W1D0","02","1","0","0","0","RI"
"25W1D0","03","0","0","0","0",""
"25W010","00","0","0","0","0","RP"
"25W010","01","0","0","0","0","RI"
"25W010","02","0","0","0","0","RI"
"25W010","03","0","0","0","0",""
"25W2D2","00","0","0","0","0","RP"
"25W2D2","01","0","0","0","0","RI"
"25W2D2","02","5","0","0","0","RI"
"25W2D2","03","0","0","0","0",""
"25W127","01","0","0","0","0",""
"25W127","02","0","0","0","0",""
"25W127","03","0","0","0","0",""
"25W4D7","00","0","0","0","0","RP"
"25W4D7","01","0","0","0","0","RI"
"25W4D7","02","2","0","0","0","RI"
"25W4D7","03","0","0","0","0",""
"NTE30002","01","0","0","0","0","RP"
"NTE30002","02","0","0","0","0",""
"NTE30002","03","0","0","0","0",""
"NTE3001","02","3","0","0","0","RX"
"NTE3001","03","0","0","0","0",""
"NTE30011","01","0","0","0","0","RP"
"NTE30011","02","2","0","0","0","RI"
"NTE30011","03","0","0","0","0",""
"NTE30020","02","0","0","0","0",""
"NTE30020","03","0","0","0","0",""
"NTE30024","02","0","0","0","0",""
"NTE30024","03","0","0","0","0",""
"NTE30037","02","0","0","0","0",""
"NTE30037","03","0","0","0","0",""
"NTE30038","02","0","0","0","0",""
"NTE30038","03","0","0","0","0",""
"NTE30040","02","4","0","0","0","RI"
"NTE30040","03","0","0","0","0",""
"NTE30041","02","2","0","0","0","RI"
"NTE30041","03","0","0","0","0",""
"NTE30042","02","2","0","0","0","RI"
"NTE30042","03","0","0","0","0",""
"NTE30045","02","0","0","0","0",""
"NTE30045","03","0","0","0","0",""
"NTE30066","02","0","0","0","0",""
"NTE30066","03","0","0","0","0",""
"NTE30067","02","3","0","0","0","RI"
"NTE30067","03","0","0","0","0",""
"NTE30068","02","5","0","0","0","RI"
"NTE30068","03","0","0","0","0",""
"NTE30079","02","7","0","0","0","R"
"NTE30079","03","0","0","0","0",""
"NTE30091","02","5","0","0","0","RI"
"NTE30091","03","0","0","0","0",""
"NTE30121","02","2","0","0","0","RI"
"NTE30121","03","0","0","0","0",""
"NTE30124","02","0","0","0","0",""
"NTE30124","03","0","0","0","0",""
"NTE30126","01","0","0","0","0","RP"
"NTE30126","02","4","0","0","0","RP"
"NTE30126","03","0","0","0","0",""
"NTE30127","02","0","0","0","0",""
"NTE30127","03","0","0","0","0",""
"NTE30128","02","0","0","0","0",""
"NTE30128","03","0","0","0","0",""
"NTE30136","02","0","0","0","0",""
"NTE30136","03","0","0","0","0",""
"NTE30137","02","0","0","0","0","RI"
"NTE30137","03","0","0","0","0",""
"NTE30138","02","0","0","0","0",""
"NTE30138","03","0","0","0","0",""
"NTE30139","02","15","0","0","0","RI"
"NTE30139","03","0","0","0","0",""
"NTE3057","02","0","0","0","0",""
"NTE3057","03","0","0","0","0",""
"NTE3138","02","0","0","0","0",""
"NTE3138","03","0","0","0","0",""
"NTE3160","02","0","0","0","0",""
"NTE3160","03","0","0","0","0",""
"NTE4040B","01","0","0","0","0",""
"NTE4040B","02","0","0","0","0",""
"NTE4040B","03","0","0","0","0",""
"NTE413","02","5","0","0","0","RI"
"NTE413","03","0","0","0","0",""
"NTE422","02","3","0","0","0","RP"
"NTE422","03","0","0","0","0",""
"5WD10","00","0","0","0","0","RP"
"5WD10","01","0","0","0","0","RI"
"5WD10","02","1","0","0","0","RI"
"5WD10","03","0","0","0","0",""
"5WD18","00","0","0","0","0","RP"
"5WD18","01","0","0","0","0","RI"
"5WD18","02","0","0","0","0",""
"5WD18","03","0","0","0","0",""
"5WD22","00","0","0","0","0","RP"
"5WD22","01","0","0","0","0","RI"
"5WD22","02","0","0","0","0",""
"5WD22","03","0","0","0","0",""
"5WD33","00","0","0","0","0","RP"
"5WD33","01","0","0","0","0","RI"
"5WD33","02","3","0","0","0","RI"
"5WD33","03","0","0","0","0",""
"5WD39","00","0","0","0","0","RP"
"5WD39","01","0","0","0","0",""
"5WD39","02","0","0","0","0",""
"5WD39","03","0","0","0","0",""
"5WD47","00","0","0","0","0","RP"
"5WD47","01","0","0","0","0","RI"
"5WD47","02","5","0","0","0","RI"
"5WD47","03","0","0","0","0",""
"5WD56","00","0","0","0","0","RP"
"5WD56","01","0","0","0","0","RI"
"5WD56","02","6","0","0","0","RI"
"5WD56","03","0","0","0","0",""
"5WD68","00","0","0","0","0","RP"
"5WD68","01","0","0","0","0",""
"5WD68","02","0","0","0","0",""
"5WD68","03","0","0","0","0",""
"5WD82","00","0","0","0","0","RP"
"5WD82","01","0","0","0","0","RI"
"5WD82","02","3","0","0","0","RI"
"5WD82","03","0","0","0","0",""
"5W1D0","00","0","0","0","0","RP"
"5W1D0","01","0","0","0","0","RI"
"5W1D0","02","7","0","0","0","RI"
"5W1D0","03","0","0","0","0",""
"5W210","00","0","0","0","0","RP"
"5W210","01","0","0","0","0","RI"
"5W210","02","5","0","0","0","RI"
"5W210","03","0","0","0","0",""
"5W1D2","00","0","0","0","0","RP"
"5W1D2","01","0","0","0","0",""
"5W1D2","02","0","0","0","0",""
"5W1D2","03","0","0","0","0",""
"5W1D5","00","0","0","0","0","RP"
"5W1D5","01","0","0","0","0",""
"5W1D5","02","0","0","0","0",""
"5W1D5","03","0","0","0","0",""
"5W1D8","00","0","0","0","0","RP"
"5W1D8","01","0","0","0","0",""
"5W1D8","02","0","0","0","0",""
"5W1D8","03","0","0","0","0",""
"5W010","00","0","0","0","0","RP"
"5W010","01","0","0","0","0","RI"
"5W010","02","4","0","0","0","RI"
"5W010","03","0","0","0","0",""
"5W110","00","0","0","0","0","RP"
"5W110","01","0","0","0","0","RI"
"5W110","02","5","0","0","0","RI"
"5W110","03","0","0","0","0",""
"5W310","00","0","0","0","0","RP"
"5W310","01","0","0","0","0",""
"5W310","02","1","0","0","0",""
"5W310","03","0","0","0","0",""
"5W012","00","0","0","0","0","RP"
"5W012","01","0","0","0","0","RI"
"5W012","02","2","0","0","0","RI"
"5W012","03","0","0","0","0",""
"5W015","00","0","0","0","0","RP"
"5W015","01","0","0","0","0","RI"
"5W015","02","4","0","0","0","RI"
"5W015","03","0","0","0","0",""
"5W018","00","0","0","0","0","RP"
"5W018","01","0","0","0","0","RI"
"5W018","02","0","0","0","0",""
"5W018","03","0","0","0","0",""
"5W2D2","00","0","0","0","0","RP"
"5W2D2","01","0","0","0","0","RI"
"5W2D2","02","4","0","0","0","RI"
"5W2D2","03","0","0","0","0",""
"5W222","00","0","0","0","0","RP"
"5W222","01","0","0","0","0",""
"5W222","02","0","0","0","0",""
"5W222","03","0","0","0","0",""
"5W2D7","00","0","0","0","0","RP"
"5W2D7","01","0","0","0","0",""
"5W2D7","02","0","0","0","0",""
"5W2D7","03","0","0","0","0",""
"5W022","00","0","0","0","0","RP"
"5W022","01","0","0","0","0","RI"
"5W022","02","2","0","0","0","RI"
"5W022","03","0","0","0","0",""
"5W122","00","0","0","0","0","RP"
"5W122","01","0","0","0","0","RI"
"5W122","02","7","0","0","0","RI"
"5W122","03","0","0","0","0",""
"5W027","00","0","0","0","0","RP"
"5W027","01","0","0","0","0","RI"
"5W027","02","3","0","0","0","RI"
"5W027","03","0","0","0","0",""
"5W3D3","00","0","0","0","0","RP"
"5W3D3","01","0","0","0","0","RI"
"5W3D3","02","0","0","0","0",""
"5W3D3","03","0","0","0","0",""
"5W3D9","00","0","0","0","0","RP"
"5W3D9","01","0","0","0","0","RI"
"5W3D9","02","0","0","0","0","RI"
"5W3D9","03","0","0","0","0",""
"5W033","00","0","0","0","0","RP"
"5W033","01","0","0","0","0","RI"
"5W033","02","3","0","0","0","RI"
"5W033","03","0","0","0","0",""
"5W039","00","0","0","0","0","RP"
"5W039","01","0","0","0","0","RI"
"5W039","02","0","0","0","0",""
"5W039","03","0","0","0","0",""
"5W4D7","00","0","0","0","0","RP"
"5W4D7","01","0","0","0","0","RI"
"5W4D7","02","4","0","0","0","RI"
"5W4D7","03","0","0","0","0",""
"5W247","00","0","0","0","0","RP"
"5W247","01","0","0","0","0",""
"5W247","02","0","0","0","0",""
"5W247","03","0","0","0","0",""
"5W047","00","0","0","0","0","RP"
"5W047","01","0","0","0","0","RI"
"5W047","02","6","0","0","0","RI"
"5W047","03","0","0","0","0",""
"5W147","00","0","0","0","0","RP"
"5W147","01","0","0","0","0","RI"
"5W147","02","4","0","0","0","RI"
"5W147","03","0","0","0","0",""
"5W5D6","00","0","0","0","0","RP"
"5W5D6","01","0","0","0","0",""
"5W5D6","02","0","0","0","0",""
"5W5D6","03","0","0","0","0",""
"5W256","01","0","0","0","0","RI"
"5W256","02","0","0","0","0",""
"5W256","03","0","0","0","0",""
"5W056","00","0","0","0","0","RP"
"5W056","01","0","0","0","0","RI"
"5W056","02","2","0","0","0","RI"
"5W056","03","0","0","0","0",""
"5W6D8","00","0","0","0","0","RP"
"5W6D8","01","0","0","0","0","RI"
"5W6D8","02","2","0","0","0","RI"
"5W6D8","03","0","0","0","0",""
"5W068","00","0","0","0","0","RP"
"5W068","01","0","0","0","0",""
"5W068","02","0","0","0","0",""
"5W068","03","0","0","0","0",""
"5W8D2","00","0","0","0","0","RP"
"5W8D2","01","0","0","0","0","RI"
"5W8D2","02","3","0","0","0","RI"
"5W8D2","03","0","0","0","0",""
"5W082","00","0","0","0","0","RP"
"5W082","01","0","0","0","0",""
"5W082","02","0","0","0","0",""
"5W082","03","0","0","0","0",""
"NTE5403","00","0","0","0","0","RP"
"NTE5403","01","0","0","0","0",""
"NTE5403","02","0","0","0","0",""
"NTE5403","03","0","0","0","0",""
"NTE5404","00","0","0","0","0","RP"
"NTE5404","01","0","0","0","0","RI"
"NTE5404","02","0","0","0","0",""
"NTE5404","03","0","0","0","0",""
"NTE5418","00","0","0","0","0","RP"
"NTE5418","01","0","0","0","0",""
"NTE5418","02","0","0","0","0",""
"NTE5418","03","0","0","0","0",""
"NTE5429","00","0","0","0","0","RP"
"NTE5429","01","0","0","0","0",""
"NTE5429","02","0","0","0","0",""
"NTE5429","03","0","0","0","0",""
"NTE5437","00","0","0","0","0","RP"
"NTE5437","01","0","0","0","0","RI"
"NTE5437","02","0","0","0","0",""
"NTE5437","03","0","0","0","0",""
"NTE5448","00","0","0","0","0","RP"
"NTE5448","01","0","0","0","0",""
"NTE5448","02","0","0","0","0",""
"NTE5448","03","0","0","0","0",""
"NTE5455","00","0","0","0","0","RP"
"NTE5455","01","0","0","0","0","RI"
"NTE5455","02","2","0","0","0","RI"
"NTE5455","03","0","0","0","0",""
"NTE5513","00","0","0","0","0","RP"
